Source,Lead_Id,Disposition,DispositionDate,CreditResponse,MonitoringRate,AdditionalEquipment
PROTECT AMERICA,INBOUND,PNS,12/6/13 5:17 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/6/13 4:59 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/6/13 5:12 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/6/13 5:16 PM,,0,0
GOOGLEPPC,147991,TRANSFER,12/13/13 2:58 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/16/13 4:05 PM,APPROVED 0,51.99,99
PROTECT AMERICA,INBOUND,DROPPED CALL,12/7/13 7:43 PM,,0,0
PROTECT AMERICA,148153,DNC,12/14/13 5:48 PM,,0,0
BINGPPC,148169,KILL LEAD,12/8/13 3:27 PM,,0,0
GOOGLEPPC,148235,CALLBACK,1/5/14 8:44 PM,,0,0
BINGPPC,148242,UNDER CONTRACT,1/1/14 5:35 PM,,0,0
PROTECT AMERICA,148264,UNDER CONTRACT,12/8/13 8:07 PM,,0,0
BINGPPC,148293,UNDER CONTRACT,12/9/13 10:54 AM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,12/19/13 12:34 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/9/13 7:45 AM,APPROVED DCS,0,0
PROTECT AMERICA,MANUAL,PNS,12/9/13 9:48 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/9/13 10:08 AM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND,PNS,12/9/13 10:22 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/9/13 1:13 PM,,0,0
BINGPPC,148411,SOLD,12/9/13 4:44 PM,APPROVED DCS,0,0
BINGPPC,148415,SOLD,12/9/13 3:50 PM,APPROVED 0,31.99,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/10/13 8:14 AM,,0,0
BINGPPC,148459,KILL LEAD,12/27/13 6:27 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,DNC,12/26/13 9:32 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/10/13 11:30 AM,APPROVED 0,29.99,0
BINGPPC,INBOUND,SOLD,12/10/13 1:04 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/17/13 7:32 PM,,0,0
GOOGLEPPC,148605,DNC,12/16/13 10:04 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/10/13 3:16 PM,,0,0
GOOGLEPPC,148618,,NULL,,0,0
GOOGLEPPC,148654,SOLD,12/10/13 7:46 PM,APPROVED 0,36.99,0
GOOGLEPPC,148688,CALLBACK,12/10/13 10:26 PM,,0,0
GOOGLEPPC,148690,DROPPED CALL,12/27/13 12:26 PM,,0,0
PROTECT AMERICA,148736,ANSWERING MACHINE,12/12/13 10:21 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/11/13 8:27 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/11/13 12:18 PM,,0,0
PROTECT AMERICA,148800,NO TCPA,12/11/13 8:49 PM,,0,0
GOOGLEPPC,148805,CALLBACK,12/11/13 2:29 PM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/11/13 3:46 PM,APPROVED 0,41.98,0
GOOGLEPPC,148833,SOLD,12/11/13 5:38 PM,APPROVED 0,46.99,0
PROTECT AMERICA,INBOUND,SOLD,12/11/13 5:13 PM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/11/13 5:37 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/11/13 6:47 PM,,0,0
GOOGLEPPC,148909,SOLD,12/13/13 9:06 AM,APPROVED 0,35.99,0
PROTECT AMERICA,148918,DNC,12/27/13 2:46 PM,,0,0
BINGPPC,148947,DNC,12/19/13 2:58 PM,,0,0
BINGPPC,148976,UNDER CONTRACT,12/12/13 9:18 AM,,0,0
BINGPPC,149005,NOT SERVICABLE,12/12/13 9:02 AM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,1/8/14 10:00 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/12/13 11:43 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/12/13 12:05 PM,,0,0
GOOGLEPPC,149134,UNDER CONTRACT,12/12/13 7:47 PM,,0,0
GOOGLEPPC,149216,ANSWERING MACHINE,1/11/14 11:44 AM,,0,0
GOOGLEPPC,149227,KILL LEAD,12/18/13 10:05 AM,,0,0
GOOGLE MAPS,INBOUND VOICEMAIL,NOT INTERESTED,12/13/13 9:23 AM,,0,0
PROTECTAMERICA,MANUAL,PNS,12/23/13 4:58 PM,,0,0
BINGPPC,INBOUND,PNS,12/13/13 2:43 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/13/13 4:16 PM,,0,0
GOOGLEPPC,149347,UNDER CONTRACT,12/16/13 11:32 AM,,0,0
GOOGLEPPC,149404,ANSWERING MACHINE,12/14/13 2:30 PM,,0,0
GOOGLEPPC,149437,NOT SERVICABLE,12/14/13 11:41 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/14/13 12:33 PM,APPROVED 0,44.99,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/14/13 12:23 PM,,0,0
GOOGLEPPC,149561,KILL LEAD,12/15/13 2:18 PM,,0,0
GOOGLEPPC,149573,SOLD,12/15/13 12:00 PM,APPROVED 0,47.99,0
GOOGLEPPC,149587,SOLD,12/16/13 8:52 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,PNS,12/15/13 6:08 PM,,0,0
GOOGLEPPC,149635,ANSWERING MACHINE,12/19/13 9:57 AM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,CALLBACK,1/15/14 1:07 PM,,0,0
PROTECT AMERICA,149698,ANSWERING MACHINE,12/16/13 11:42 AM,,0,0
GOOGLEPPC,149721,SOLD,12/16/13 12:44 PM,APPROVED DCS,49.99,199
BINGPPC,INBOUND,PNS,12/16/13 1:09 PM,,0,0
BINGPPC,INBOUND,PNS,12/16/13 3:21 PM,,0,0
PROTECT AMERICA,INBOUND,NOT SERVICABLE,12/16/13 5:28 PM,,0,0
BINGPPC,INBOUND CALLBACK,ANSWERING MACHINE,12/18/13 11:00 AM,,0,0
GOOGLEPPC,149836,DNC,12/18/13 2:29 PM,,0,0
GOOGLEPPC,149865,UNDER CONTRACT,12/23/13 8:33 AM,,0,0
GOOGLEPPC,149879,CALLBACK,1/13/14 11:47 AM,,0,0
GOOGLEPPC,149893,KILL LEAD,12/17/13 9:35 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/17/13 2:40 PM,,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/17/13 9:56 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,CALLBACK,1/6/14 8:38 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/17/13 3:08 PM,APPROVED 0,42.99,0
PROTECT AMERICA,INBOUND,SOLD,12/17/13 3:21 PM,APPROVED DCS,0,0
BINGPPC,INBOUND,SOLD,12/17/13 2:01 PM,APPROVED DCS,0,0
BINGPPC,INBOUND,PNS,12/17/13 2:36 PM,,0,0
GOOGLEPPC,149990,KILL LEAD,12/26/13 2:47 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/17/13 4:24 PM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/17/13 7:57 PM,APPROVED DCS,0,0
PROTECT AMERICA,150090,ANSWERING MACHINE,12/19/13 11:30 AM,,0,0
GOOGLEPPC,150102,ANSWERING MACHINE,1/9/14 2:50 PM,,0,0
GOOGLEPPC,INBOUND,HAS PA,12/18/13 8:22 AM,,0,0
GOOGLEPPC,150118,DNC,12/23/13 8:36 AM,,0,0
PROTECT AMERICA,MANUAL,SOLD,12/19/13 7:15 AM,APPROVED 0,64.98,0
BINGPPC,INBOUND,PNS,12/18/13 10:28 AM,,0,0
PROTECT AMERICA,INBOUND,KILL LEAD,12/18/13 10:30 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/18/13 11:13 AM,APPROVED DCS,0,0
PROTECT AMERICA,150145,KILL LEAD,1/5/14 10:45 AM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/18/13 1:25 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/18/13 2:59 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/18/13 4:10 PM,,0,0
BINGPPC,150250,KILL LEAD,12/26/13 4:07 PM,,0,0
BINGPPC,INBOUND,PNS,12/18/13 9:04 PM,,0,0
GOOGLEPPC,150272,ANSWERING MACHINE,12/24/13 11:15 AM,,0,0
GOOGLEPPC,150299,SOLD,12/19/13 9:02 AM,APPROVED DCS,0,0
GOOGLEPPC,INBOUND,SOLD,12/19/13 9:43 AM,APPROVED 0,47.99,0
GOOGLEPPC,150351,SOLD,12/19/13 2:41 PM,APPROVED 0,52.98,0
BINGPPC,150355,PNS,12/19/13 3:26 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/19/13 3:30 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,12/30/13 6:35 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/19/13 5:42 PM,APPROVED DCS,0,0
BINGPPC,150378,DNC,12/28/13 3:06 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/30/13 10:30 AM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,KILL LEAD,12/19/13 8:41 PM,,0,0
PROTECT AMERICA,150472,ANSWERING MACHINE,12/23/13 10:44 AM,,0,0
PROTECT AMERICA,150479,SOLD,12/20/13 8:59 AM,APPROVED 0,34.99,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/29/13 3:10 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,HAS PA,12/23/13 10:04 AM,APPROVED 0,0,0
GOOGLEPPC,150516,DNC,NULL,,0,0
GOOGLEPPC,INBOUND,PNS,12/20/13 11:54 AM,,0,0
BINGPPC,150598,ANSWERING MACHINE,12/23/13 9:20 AM,,0,0
GOOGLEPPC,150605,CALLBACK,12/23/13 7:01 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/20/13 8:22 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/20/13 10:18 PM,,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/21/13 9:36 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/21/13 11:44 AM,,0,0
GOOGLEPPC,INBOUND,UNDER CONTRACT,12/21/13 1:21 PM,,0,0
GOOGLEPPC,INBOUND,UNDER CONTRACT,12/21/13 4:54 PM,,0,0
GOOGLEPPC,150797,UNDER CONTRACT,12/23/13 12:23 PM,APPROVED DCS,0,0
GOOGLEPPC,150804,ANSWERING MACHINE,12/23/13 4:29 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/22/13 6:53 PM,APPROVED 0,41.99,0
BINGPPC,INBOUND,PNS,12/23/13 9:50 AM,,0,0
GOOGLEPPC,150932,DROPPED CALL,12/26/13 8:44 AM,,0,0
GOOGLEPPC,150942,NOT INTERESTED,1/9/14 11:41 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 11:35 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/23/13 11:50 AM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/23/13 1:44 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/23/13 2:42 PM,,0,0
BINGPPC,INBOUND,SOLD,12/23/13 4:20 PM,APPROVED 0,33.99,0
GOOGLEPPC,INBOUND,DNC,1/12/14 5:24 PM,,0,0
GOOGLEPPC,151019,KILL LEAD,12/31/13 6:25 PM,,0,0
GOOGLEPPC,151029,CALLBACK,1/12/14 1:37 PM,,0,0
PROTECT AMERICA,151047,DNC,NULL,,0,0
PROTECT AMERICA,INBOUND,PNS,12/23/13 9:46 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/24/13 9:45 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/24/13 3:19 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/3/13 12:45 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/3/13 2:22 PM,,0,0
BINGPPC,INBOUND,KILL LEAD,12/3/13 2:31 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/3/13 4:49 PM,,0,0
PROTECT AMERICA,147437,UNDER CONTRACT,12/7/13 12:11 PM,,0,0
PROTECT AMERICA,147477,ANSWERING MACHINE,12/4/13 1:42 PM,,0,0
GOOGLEPPC,147493,UNDER CONTRACT,12/7/13 6:15 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/4/13 10:52 AM,APPROVED 0,52.99,0
PROTECT AMERICA,INBOUND,PNS,12/4/13 10:34 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,PNS,12/4/13 12:32 PM,,0,0
BINGPPC,147538,UNDER CONTRACT,12/10/13 5:57 PM,,0,0
BINGPPC,INBOUND,CALLBACK,12/4/13 1:07 PM,APPROVED 0,0,0
GOOGLEPPC,INBOUND,SOLD,12/4/13 7:46 PM,APPROVED DCS,0,0
GOOGLEPPC,147558,DNC,12/9/13 6:17 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,1/6/14 7:27 PM,APPROVED 0,0,0
GOOGLEPPC,INBOUND,SOLD,12/4/13 3:11 PM,APPROVED 0,51.99,0
GOOGLEPPC,147572,DNC,12/6/13 6:02 PM,,0,0
BINGPPC,INBOUND,PNS,12/4/13 9:07 PM,,0,0
GOOGLEPPC,147653,SOLD,12/5/13 8:46 AM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND VOICEMAIL,TRANSFER,12/5/13 8:18 AM,,0,0
GOOGLEPPC,147735,UNDER CONTRACT,12/5/13 2:11 PM,,0,0
GOOGLEPPC,147757,ANSWERING MACHINE,12/5/13 5:56 PM,,0,0
BINGPPC,147769,UNDER CONTRACT,12/6/13 3:00 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/5/13 4:00 PM,APPROVED 0,32.99,0
PROTECT AMERICA,147892,SOLD,12/7/13 1:12 PM,APPROVED 0,46.99,297
GOOGLEPPC,147896,KILL LEAD,12/12/13 5:39 PM,,0,0
GOOGLE MAPS,INBOUND,PNS,12/6/13 12:27 PM,APPROVED DCS,0,0
GOOGLE MAPS,INBOUND,SOLD,12/6/13 4:37 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/6/13 4:29 PM,,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/6/13 5:14 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/6/13 5:46 PM,,0,0
BINGPPC,148032,DNC,12/16/13 4:37 PM,,0,0
BINGPPC,INBOUND CALLBACK,UNDER CONTRACT,12/11/13 8:21 AM,,0,0
GOOGLE CALL METRICS,INBOUND,DROPPED CALL,12/7/13 5:48 PM,,0,0
GOOGLEPPC,148126,CALLBACK,12/7/13 6:10 PM,,0,0
PROTECT AMERICA,148131,KILL LEAD,12/10/13 11:34 AM,,0,0
GOOGLEPPC,148203,BAD PHONE,12/9/13 6:02 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/8/13 3:06 PM,,0,0
BINGPPC,148262,SOLD,12/8/13 7:33 PM,APPROVED DCS,0,0
BINGPPC,INBOUND,PNS,12/9/13 10:00 AM,,0,0
PROTECT AMERICA,INBOUND,CALLBACK,1/12/14 12:41 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/9/13 2:45 PM,,0,0
PROTECT AMERICA,MANUAL,SOLD,12/9/13 2:42 PM,APPROVED 0,41.99,0
GOOGLEPPC,148446,UNDER CONTRACT,12/23/13 8:32 AM,,0,0
GOOGLEPPC,148450,KILL LEAD,12/24/13 2:06 PM,,0,0
GOOGLEPPC,148468,UNDER CONTRACT,12/10/13 10:04 AM,,0,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/10/13 1:57 PM,APPROVED 0,31.99,0
GOOGLEPPC,INBOUND CALLBACK,HAS PA,12/20/13 11:32 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/10/13 5:49 PM,APPROVED DCS,0,0
PROTECT AMERICA,148737,SOLD,12/16/13 10:53 AM,APPROVED 0,0,0
PROTECT AMERICA,INBOUND,SOLD,12/11/13 11:16 AM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,SOLD,12/11/13 11:49 AM,APPROVED DCS,0,0
PROTECT AMERICA,MANUAL,SOLD,12/11/13 11:42 AM,APPROVED 0,44.99,0
PROTECT AMERICA,INBOUND,HAS PA,12/11/13 11:59 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/11/13 12:12 PM,,0,0
GOOGLEPPC,148795,NOT SERVICABLE,12/28/13 12:13 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/11/13 3:06 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/11/13 8:37 PM,,0,0
GOOGLEPPC,148911,UNDER CONTRACT,12/26/13 2:49 PM,,0,0
GOOGLEPPC,148999,KILL LEAD,12/17/13 3:05 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/12/13 9:46 AM,,0,0
GOOGLEPPC,INBOUND CALLBACK,ANSWERING MACHINE,12/12/13 10:46 AM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/12/13 11:21 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/12/13 9:12 PM,,0,0
PROTECT AMERICA,149188,UNDER CONTRACT,12/27/13 9:08 AM,,0,0
BINGPPC,149215,NO ANSWER,12/19/13 3:27 PM,,0,0
GOOGLEPPC,149318,ANSWERING MACHINE,12/13/13 2:38 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/13/13 2:24 PM,,0,0
GOOGLEPPC,INBOUND,PNS,12/13/13 3:21 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,ANSWERING MACHINE,12/13/13 4:09 PM,,0,0
GOOGLEPPC,149341,KILL LEAD,1/7/14 2:40 PM,,0,0
GOOGLEPPC,149416,CALLBACK,12/14/13 2:54 PM,,0,0
GOOGLEPPC,INBOUND,CALLBACK,12/14/13 11:38 AM,,0,0
GOOGLEPPC,149441,KILL LEAD,12/14/13 12:02 PM,,0,0
GOOGLEPPC,149467,DNC,12/15/13 5:07 PM,,0,0
GOOGLEPPC,149483,BAD PHONE,12/15/13 9:49 AM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,PNS,12/17/13 9:06 AM,,0,0
GOOGLEPPC,149672,UNDER CONTRACT,12/27/13 1:09 PM,,0,0
BINGPPC,INBOUND,PNS,12/16/13 11:39 AM,,0,0
PROTECT AMERICA,149746,DNC,12/16/13 2:59 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/16/13 2:18 PM,,0,0
GOOGLEPPC,INBOUND,HAS PA,12/16/13 2:48 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/16/13 4:15 PM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/20/13 7:16 PM,,0,0
GOOGLEPPC,149789,KILL LEAD,1/10/14 5:35 PM,,0,0
GOOGLEPPC,149790,DNC,12/16/13 5:36 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/2/13 7:12 PM,APPROVED 0,49.99,0
GOOGLEPPC,INBOUND,PNS,12/2/13 8:02 PM,,0,0
BINGPPC,INBOUND,PNS,12/2/13 8:57 PM,,0,0
BINGPPC,147274,DROPPED CALL,12/9/13 9:17 AM,,0,0
GOOGLEPPC,INBOUND,PNS,12/3/13 8:48 AM,,0,0
GOOGLEPPC,INBOUND,NOT SERVICABLE,12/3/13 10:13 AM,,0,0
GOOGLEPPC,147358,CALLBACK,12/6/13 8:35 AM,,0,0
BINGPPC,INBOUND,PNS,12/3/13 2:30 PM,,0,0
BINGPPC,INBOUND,PNS,12/3/13 3:03 PM,,0,0
GOOGLEPPC,INBOUND,DROPPED CALL,12/3/13 3:16 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/4/13 5:28 PM,,0,0
PROTECT AMERICA,INBOUND,DNC,12/3/13 4:33 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/3/13 7:19 PM,,0,0
BINGPPC,147481,NOT SERVICABLE,12/4/13 12:57 PM,,0,0
GOOGLEPPC,147490,NOT SERVICABLE,12/10/13 11:43 AM,,0,0
GOOGLEPPC,147517,SOLD,12/5/13 9:21 PM,APPROVED 0,56.98,0
BINGPPC,INBOUND,PNS,12/4/13 10:55 AM,,0,0
GOOGLEPPC,147525,DNC,1/4/14 12:47 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/4/13 2:19 PM,,0,0
BINGPPC,147568,UNDER CONTRACT,1/2/14 8:32 AM,,0,0
GOOGLEPPC,147571,CALLBACK,12/6/13 9:43 AM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/4/13 6:37 PM,APPROVED 0,41.98,0
GOOGLEPPC,INBOUND,PNS,12/4/13 7:04 PM,,0,0
GOOGLEPPC,INBOUND,RENTER,12/4/13 7:17 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/4/13 10:34 PM,,0,0
GOOGLEPPC,INBOUND,KILL LEAD,12/5/13 9:45 AM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/5/13 9:53 AM,,0,0
GOOGLEPPC,147740,KILL LEAD,12/10/13 10:04 AM,,0,0
GOOGLEPPC,147746,TRANSFER,12/5/13 12:09 PM,,0,0
BINGPPC,INBOUND,PNS,12/5/13 1:14 PM,,0,0
BINGPPC,147754,SOLD,12/5/13 1:09 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,12/5/13 3:55 PM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/5/13 4:41 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/5/13 6:59 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/5/13 8:53 PM,APPROVED 0,31.99,0
BINGPPC,147869,ANSWERING MACHINE,12/9/13 10:24 AM,,0,0
GOOGLEPPC,147880,UNDER CONTRACT,12/6/13 12:22 PM,,0,0
BINGPPC,INBOUND,SOLD,12/6/13 10:05 AM,APPROVED 0,49.99,15
GOOGLE CALL METRICS,INBOUND,PNS,12/6/13 10:24 AM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/6/13 10:15 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/6/13 2:42 PM,APPROVED 0,31.99,0
PROTECT AMERICA,INBOUND,SOLD,12/6/13 5:42 PM,APPROVED 0,49.99,0
BINGPPC,148008,DNC,12/10/13 11:40 AM,,0,0
GOOGLEPPC,148039,UNDER CONTRACT,12/7/13 11:12 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/7/13 1:11 PM,,0,0
GOOGLEPPC,148136,BAD PHONE,12/11/13 1:31 PM,,0,0
PROTECT AMERICA,INBOUND,HAS PA,12/7/13 7:31 PM,,0,0
BINGPPC,148201,ANSWERING MACHINE,12/9/13 10:23 AM,,0,0
BINGPPC,148329,CALLBACK,12/17/13 9:07 AM,,0,0
GOOGLEPPC,148351,SOLD,12/9/13 10:35 AM,APPROVED DCS,0,0
GOOGLEPPC,148374,HAS PA,12/10/13 8:36 AM,,0,0
PROTECT AMERICA,INBOUND,NOT SERVICABLE,12/9/13 2:12 PM,APPROVED DCS,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/9/13 2:20 PM,,0,0
GOOGLEPPC,148436,ANSWERING MACHINE,12/12/13 8:41 AM,,0,0
BINGPPC,148458,ANSWERING MACHINE,12/11/13 8:53 AM,,0,0
PROTECT AMERICA,INBOUND,UNDER CONTRACT,12/10/13 9:56 AM,,0,0
BINGPPC,148577,UNDER CONTRACT,12/15/13 4:30 PM,,0,0
PROTECT AMERICA,INBOUND,TRANSFER,12/10/13 2:38 PM,,0,0
BINGPPC,INBOUND,PNS,12/10/13 3:17 PM,,0,0
PROTECT AMERICA,INBOUND,DROPPED CALL,12/10/13 6:09 PM,,0,0
BINGPPC,148655,SOLD,12/10/13 7:49 PM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND,PNS,12/10/13 7:08 PM,,0,0
GOOGLEPPC,INBOUND VOICEMAIL,DNC,NULL,,0,0
PROTECT AMERICA,148767,DNC,NULL,,0,0
BINGPPC,INBOUND,SOLD,12/11/13 3:46 PM,APPROVED 0,51.99,0
PROTECT AMERICA,INBOUND,HAS PA,12/11/13 4:36 PM,,0,0
GOOGLEPPC,148791,CALLBACK,12/12/13 8:35 AM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/11/13 2:05 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/11/13 4:33 PM,,0,0
GOOGLEPPC,148843,DNC,NULL,,0,0
GOOGLEPPC,INBOUND,SOLD,12/11/13 6:34 PM,APPROVED 0,36.99,0
BINGPPC,148885,ANSWERING MACHINE,12/12/13 8:49 AM,,0,0
GOOGLEPPC,149013,SOLD,12/12/13 10:09 AM,APPROVED 0,51.99,0
GOOGLEPPC,149067,UNDER CONTRACT,1/5/14 1:40 PM,,0,0
BINGPPC,149080,UNDER CONTRACT,12/12/13 1:07 PM,,0,0
GOOGLEPPC,149098,SOLD,1/9/14 9:03 AM,APPROVED 0,41.99,0
GOOGLEPPC,INBOUND CALLBACK,KILL LEAD,12/17/13 5:30 PM,,0,0
PROTECT AMERICA,INBOUND,SOLD,12/12/13 2:27 PM,APPROVED DCS,0,0
BINGPPC,INBOUND,PNS,12/12/13 4:05 PM,,0,0
GOOGLEPPC,149197,UNDER CONTRACT,1/10/14 8:35 PM,,0,0
BINGPPC,149247,ANSWERING MACHINE,12/13/13 11:49 AM,,0,0
GOOGLE CALL METRICS,INBOUND,PNS,12/13/13 8:47 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/13/13 9:32 AM,APPROVED 0,19.99,0
GOOGLE CALL METRICS,INBOUND,SOLD,12/13/13 10:43 AM,APPROVED 0,19.99,0
BINGPPC,149385,BAD PHONE,12/14/13 11:36 AM,,0,0
BINGPPC,149424,KILL LEAD,12/15/13 5:20 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/14/13 2:18 PM,,0,0
PROTECT AMERICA,149530,NOT INTERESTED,12/19/13 12:43 PM,,0,0
BINGPPC,INBOUND,PNS,12/17/13 10:56 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/17/13 1:44 PM,APPROVED 0,54.99,0
BINGPPC,INBOUND,SOLD,12/17/13 2:56 PM,APPROVED 0,51.99,0
PROTECT AMERICA,INBOUND CALLBACK,ANSWERING MACHINE,12/19/13 4:05 PM,,0,0
GOOGLEPPC,150044,DNC,12/20/13 8:42 AM,,0,0
GOOGLEPPC,INBOUND,SOLD,12/17/13 10:26 PM,APPROVED 0,47.98,0
GOOGLEPPC,150119,ANSWERING MACHINE,12/18/13 12:26 PM,,0,0
PROTECT AMERICA,INBOUND CALLBACK,DNC,12/31/13 11:48 AM,APPROVED DCS,0,0
BINGPPC,150190,SOLD,12/20/13 6:03 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,PNS,12/18/13 4:00 PM,,0,0
PROTECT AMERICA,150210,TRANSFER,12/18/13 3:51 PM,,0,0
PROTECT AMERICA,INBOUND,PNS,12/18/13 6:47 PM,,0,0
GOOGLEPPC,INBOUND CALLBACK,UNDER CONTRACT,12/27/13 12:08 PM,,0,0
BINGPPC,INBOUND,CALLBACK,12/22/13 4:55 PM,,0,0
GOOGLEPPC,150350,SOLD,12/20/13 8:29 PM,APPROVED DCS,0,0
PROTECT AMERICA,INBOUND,DNC,12/19/13 1:48 PM,,0,0
